GPS speed,OBD speed,Engine RPM,Throttle position,Engine load,Coolant Temperature,engine_condition,Fuel Consumption,CO2 Emission,Engine Temperature,Brake Oil,Maintenance Score
13.50119107,14.43955961,5952.27004,16.65603884,93.06595203,109.7588894,CRITICAL,23.01,336.6,167.9,10,49
101.9491841,103.7896284,3494.129468,83.43308901,51.47196034,82.9478576,CRITICAL,22.65,328.8,117.9,10,49.7
22.72721956,18.76880728,2454.605441,88.58229828,91.42374624,55.76199535,CRITICAL,23.37,339,81.4,10,48.3
86.93424859,88.44301526,2136.411062,92.75215153,32.21646141,37.46906297,CRITICAL,20.01,296.8,59.4,10,55
6.574476817,5.995639467,3447.313127,34.60335925,62.81034873,63.32125771,CRITICAL,18.8,290.6,98.2,10,57.4
130.7164023,135.0104397,1750.070302,41.46424006,93.22535034,44.20696903,CRITICAL,16.96,274.2,60.3,10,61.1
53.21782691,53.72332321,2001.418036,33.35627305,92.83834699,67.79496564,CRITICAL,16.96,264.8,88.7,10,61.1
65.33675205,69.72518701,4754.058557,69.3238016,53.36064015,83.34954397,CRITICAL,22.89,327.6,132.3,10,49.2
22.9069178,18.63374675,6881.915118,5.127402247,8.922441937,53.4256076,CRITICAL,19.7,290.7,123.3,10,55.6
67.05622438,69.04455284,4375.875496,30.24447918,91.3396822,42.0908751,CRITICAL,21.11,315,85.1,10,52.8
74.89617797,73.71615524,6177.710837,71.58720185,73.67724122,81.0210396,CRITICAL,27.9,379.8,143.2,10,39.2
127.6164616,124.5502523,6139.856676,86.93411556,40.19030127,48.82793759,CRITICAL,27.8,374.9,110.4,10,39.4
86.78780229,86.68600249,4719.354863,10.93500804,73.5485777,51.64640719,CRITICAL,19.36,288.3,98.5,10,56.3
125.6201811,124.4120658,4535.749972,91.93387801,45.95242474,86.51142979,CRITICAL,25.29,361.6,132.2,10,44.4
124.0387479,127.9730939,5895.738986,67.38063058,92.44677466,92.08056912,CRITICAL,28.74,380.2,151.7,10,37.5
24.03634203,24.86632928,2871.521259,95.05488905,91.11600753,114.0266635,CRITICAL,25.07,348.7,142.2,10,44.9
1.659757182,-3.332791485,767.4492546,76.74574084,94.17508566,106.3837337,CRITICAL,19.34,296.3,114.8,10,56.3
3.145432463,1.395537086,5083.127657,10.55041186,65.4630557,99.63284434,CRITICAL,19.74,303.2,149.8,10,55.5
59.2828946,55.91246505,6863.215049,76.70442234,77.77687796,36.618735,CRITICAL,30.78,403.2,103.9,10,33.4
75.49056722,76.15598292,819.5380466,92.84073394,18.95805737,46.43849875,CRITICAL,17.63,280.5,55.3,10,59.7
139.5198313,134.8056437,5127.538114,0.283637952,80.53893645,31.59025848,CRITICAL,20.62,306,82.9,10,53.8
74.43292192,73.76390167,2440.229101,63.71934732,75.77183193,75.68166495,CRITICAL,20.94,308.2,102.2,10,53.1
5.408964309,3.891903369,1271.55293,2.981776056,84.72159195,59.41667359,CRITICAL,12.51,228.3,72.3,10,70
55.07607216,52.06431794,4667.544991,98.13508739,79.78636408,79.4620762,CRITICAL,28.11,384.9,126,10,38.8
36.57851541,35.58090836,3845.678817,80.74437357,33.42993985,90.81238226,CRITICAL,22.33,328.2,128.8,10,50.3
20.81857085,20.62588643,5528.188222,4.141921796,41.12436635,60.60959513,CRITICAL,18.68,289.9,116.9,10,57.6
41.10176706,38.05418637,3392.979314,2.341040035,2.947674145,84.31990915,CRITICAL,11.89,211.7,118.8,10,71.2
96.09852,96.75416472,2002.184607,3.878675616,81.88203731,110.1653306,CRITICAL,13.49,224.3,130,10,68
112.3131928,113.3285884,4251.12229,37.37530456,67.82960592,113.2094052,CRITICAL,20.63,306.6,154.7,10,53.7
130.5900967,131.7135547,5745.192799,9.147816236,90.01948346,36.1064314,CRITICAL,20.8,313.3,94.1,10,53.4
72.71645245,75.00968771,4649.116611,76.96806943,16.21296318,50.89270626,CRITICAL,22.91,321.6,98.4,10,49.2
32.55662866,30.71896556,5829.271846,19.2147419,43.7361283,86.08987098,CRITICAL,20.38,305.1,143.4,10,54.2
125.9323652,129.5117906,3197.102082,24.34265965,50.94402005,84.99648428,CRITICAL,16.89,270.5,116.6,10,61.2
53.05955963,48.20593488,6344.663135,83.84748424,73.64390941,79.0503078,CRITICAL,30.45,399.6,140.9,10,34.1
147.1211143,143.171389,3575.588611,88.39967454,41.22545386,35.93085231,CRITICAL,23.58,336.8,71.2,10,47.8
9.215926603,4.338273309,4865.800114,67.65260265,7.020879383,77.75713645,CRITICAL,22,324.1,125.2,10,51
49.47898739,51.19170481,1910.683499,14.08737589,9.193999019,103.3552648,CRITICAL,10.42,202.6,122.6,10,74.2
20.32753103,23.25933482,5886.493366,60.87599152,27.53938258,90.85255129,CRITICAL,25.44,354.1,146.8,10,44.1
106.5919387,111.3899954,1440.199128,66.30174663,32.58995817,51.20169105,CRITICAL,16.06,258.6,65.9,10,62.9
97.54661578,98.90565474,732.9537848,56.06387909,95.37416691,78.41602526,CRITICAL,17.44,278.2,84.8,10,60.1
141.7637776,144.8779056,5115.976488,95.43128826,89.39981977,82.65225483,CRITICAL,29.26,389.5,136.3,10,36.5
45.28425336,43.52374586,6252.682694,64.36477418,3.190811526,36.35765589,CRITICAL,24.68,347.3,99.5,10,45.6
5.988706056,8.453935493,1167.943298,33.42007141,23.75414547,39.39140859,CRITICAL,11.91,221.5,51.8,10,71.2
83.8840675,88.29714345,6758.607215,20.37532374,53.35636851,75.55125237,CRITICAL,23.8,337.2,142.9,10.2,47.3
140.6244979,141.1179608,1160.627738,42.45709241,44.24904992,54.35167157,CRITICAL,14.4,233.7,67,10,66.2
3.4927981,6.699146869,1781.73361,62.24449868,74.66462907,93.84718825,CRITICAL,18.95,285.3,111.5,10,57.1
36.84969979,39.40202634,2862.499816,7.820879149,87.89439375,73.36690765,CRITICAL,15.87,261.4,99.7,10,63.3
91.72973919,89.48827252,6756.490045,51.1410687,46.12017462,60.05654988,CRITICAL,26.31,374.5,127.5,10,42.4
28.51931495,27.29780709,3422.723653,5.304987815,4.493250535,36.15630893,CRITICAL,11.71,215.9,70.9,10,71.6
36.10556187,39.35537845,753.21855,64.9668951,9.325125272,80.09624114,CRITICAL,12.85,228.9,87.6,10,69.3
145.2608876,147.4635158,5272.452252,49.34512681,77.68119837,96.96715828,CRITICAL,23.69,340,149.9,10,47.6
50.31679994,49.87104572,4347.791685,96.9753973,60.38425099,86.12436111,CRITICAL,26.53,372.3,128.8,10,41.9
46.81378739,47.19671674,4535.39611,8.921541386,42.82198189,111.621422,CRITICAL,17.5,275.6,157.5,10,60
136.8240824,140.6933697,6348.681298,10.06893393,90.17270212,98.83388567,CRITICAL,23.06,327.3,162.9,10,48.9
79.77590919,83.57023263,1999.169679,12.61838664,9.236180718,117.127351,CRITICAL,10.53,205.1,138.1,10,73.9
67.90949904,69.47943444,2190.375509,5.1468407,34.51170125,42.4879006,CRITICAL,11.25,218.6,64,10,72.5
12.09022706,10.45820328,927.0681766,24.67281623,81.53956142,81.9094419,CRITICAL,12.54,222.1,91.2,10,69.9
101.5414694,100.413119,3054.617371,15.504608,15.58035171,113.58616,CRITICAL,13.43,233.6,144,10,68.1
64.00552698,60.88362377,1007.722835,11.29162682,49.78977679,72.54886512,CRITICAL,9.89,199.2,82.5,10,75.2
57.04696657,56.76510767,5217.485725,11.42830023,6.879930832,97.32498415,CRITICAL,17.42,269,149.6,10,60.2
79.02645539,83.55061047,2954.800681,39.92721627,79.1429904,35.77418202,CRITICAL,17.59,270.6,65.3,10,59.8
40.56995313,43.54345234,1118.979004,2.061693641,15.49118903,71.69288744,CRITICAL,8.02,184,82.2,10,79
141.3983899,140.7046612,5818.559572,98.47827066,26.08683029,66.95716543,CRITICAL,28.88,396.4,125.3,10,37.2
8.834448814,12.41147701,4451.388151,35.99943775,7.084564874,47.82047985,CRITICAL,17.51,263.3,92.2,10,60
35.6325909,30.89354164,1882.684009,38.19297801,45.01381917,84.39977026,CRITICAL,15.24,253.8,103.8,10,64.5
18.26994355,14.34352286,6847.1266,16.02503899,23.2041118,90.12493296,CRITICAL,22.09,320.4,158.3,10,50.8
31.07711801,29.4876181,5343.212507,35.65196662,54.76005044,96.23415752,CRITICAL,21.5,313,149.6,10,52
143.0858999,139.5940935,3088.86907,84.40833964,15.32855994,33.09217951,CRITICAL,20.08,296.4,64.3,10,54.8
12.84432544,10.61367185,5985.156658,93.16353751,11.52785393,56.76474808,CRITICAL,27.01,371.6,114.5,10,41
92.59108027,93.03710152,2588.369167,55.64763724,43.15699103,117.6027387,CRITICAL,18.45,292.3,144.6,10,58.1
14.33029708,17.98757038,5271.126636,36.36478504,33.28448279,92.31896303,CRITICAL,20.65,308.7,145.2,10,53.7
38.39934308,38.72395815,5661.147081,22.38079184,98.889979,64.43979567,CRITICAL,23.28,330.3,121.7,10,48.4
24.87062665,28.47828237,1615.322228,4.580637476,6.816445181,83.6333294,CRITICAL,9.85,199.5,99.8,10,75.3
3.367793007,7.594431163,2091.400812,9.586085824,41.41252817,83.77371098,CRITICAL,11.65,218.7,105.2,10,71.7
24.6663746,27.74113991,2631.875722,81.62629505,71.1120234,116.5827542,CRITICAL,22.47,324.2,141.7,10,50.1
19.14972311,16.33803295,2187.908607,21.2198287,49.2548472,57.91077605,CRITICAL,13.58,230.6,77.9,10,67.8
73.914341,74.47624278,6961.450964,2.581277345,34.58014941,67.75648385,CRITICAL,20.63,306.2,138.3,10,53.7
105.9614271,105.8937601,3051.792672,65.0020279,36.77159401,53.4387776,CRITICAL,19.89,296.9,81.2,10,55.2
3.525363423,3.732104623,2898.732996,31.58928705,77.29989398,68.20047721,CRITICAL,17.79,271.6,97.4,10,59.4
128.9681148,131.4657264,2206.601767,60.92552251,62.77610126,33.32544761,CRITICAL,18.74,280.1,55.9,10,57.5
67.36851209,72.07545417,5746.411704,99.58232792,27.41686686,97.44540762,CRITICAL,27.93,375.2,154.4,10,39.1
61.4079875,57.21535993,1350.951873,13.330846,60.42805125,39.34232776,CRITICAL,11.88,215.3,52.3,10,71.2
104.8429897,102.6121673,4610.294258,47.19864615,90.53577773,88.30164091,CRITICAL,23.21,332.3,134.7,10,48.6
1.875249172,0.853501157,2462.080364,46.48002656,42.36275635,100.9916559,CRITICAL,18.05,286.6,127,10,58.9
122.5350892,123.2061038,5143.533514,56.48691419,84.33140641,90.50677137,CRITICAL,25.66,354.1,141.5,10,43.7
59.89537337,59.05652083,1031.538601,38.9670891,54.98862606,118.0145316,CRITICAL,13.74,240.5,127.5,10,67.5
148.1558715,149.2888348,3421.29883,68.20338653,0.522628484,64.59338014,CRITICAL,18.85,287.9,97.9,10,57.3
16.01130268,11.25344457,2304.59648,87.73983623,65.99121583,73.16507481,CRITICAL,21.91,315.7,99,10,51.2
63.30513902,63.94301421,1509.032193,68.14372617,57.01227625,81.74459906,CRITICAL,17.83,280.1,97.3,10,59.3
54.12175784,51.3568315,4697.692086,39.62563635,50.00718544,104.8848035,CRITICAL,20.93,312.9,151.2,10,53.1
141.020373,143.8099832,6090.216951,11.23879292,42.92181732,87.55071266,CRITICAL,20.41,308.1,148.7,10,54.2
83.93197031,84.74667873,529.0025877,39.53557473,7.481082794,51.20947801,CRITICAL,10.38,217.6,56.6,10,74.2
77.49631703,79.79814278,943.7498967,83.89446598,25.80165756,80.69647018,CRITICAL,16.62,263.3,88.5,10,61.8
127.3488068,126.9871706,5457.603506,21.55743186,95.6151198,50.27367213,CRITICAL,23.49,335.4,104.4,10,48
143.0358336,141.2014355,1105.542859,66.24893636,4.984809969,41.79241287,CRITICAL,14.25,238.2,52.9,10,66.5
8.32259131,8.055174577,2617.438381,17.74296564,60.06311665,74.60106391,CRITICAL,14.71,250.5,99.5,10,65.6
132.3603686,133.4669702,5384.287585,54.60047795,59.24134014,78.79686296,CRITICAL,23.15,334.6,133.2,10,48.7
61.74916578,60.54143043,6379.66215,17.34070157,62.40820841,48.52141653,CRITICAL,22.99,328.3,112.5,10,49
5.412175816,5.004102855,5958.500936,7.164663307,7.790275898,33.09698717,CRITICAL,18.74,291.2,94,10,57.5
49.73602174,52.60240289,1051.62024,73.79256637,61.06917399,78.5053409,CRITICAL,17.02,270.6,87.7,10,61
64.50228991,67.64180369,2856.381953,69.96220128,44.03779606,80.34407224,CRITICAL,19.35,291.6,108.9,10,56.3
107.4579837,111.4409142,2819.347326,38.86149596,27.71641927,72.72571475,CRITICAL,15.92,260.7,103.2,10,63.2
55.83017474,54.16026934,2301.94677,92.29837439,23.60622518,94.81549109,CRITICAL,20.14,303.1,116.5,10,54.7
147.1114088,146.410753,2168.513362,98.35111643,5.357020097,68.52189999,CRITICAL,20.09,297,89.6,10,54.8
2.765131455,7.712303281,1970.458672,2.125707587,10.20452588,50.12864585,CRITICAL,8.96,196.4,70.2,10,77.1
76.90848016,72.72535753,1673.71284,61.35669635,46.58971289,104.3135386,CRITICAL,17,273.2,120,10,61
86.80012508,90.23528401,2081.477913,3.088060002,75.60915168,110.2925682,CRITICAL,12.89,228.3,131.1,10,69.2
110.4356932,111.0306297,1693.040227,5.497650503,79.09579213,41.18380373,CRITICAL,12.45,221.8,58.6,10,70.1
57.55759658,53.97555352,1305.512249,7.431387854,66.8149477,80.89976877,CRITICAL,12.46,227.1,93.7,10,70.1
63.91250758,61.32372081,4092.838743,53.34519436,7.926921839,65.55327253,CRITICAL,18.75,281.3,107.4,10,57.5
111.9669156,108.1799846,4449.32935,16.89186329,12.12317799,30.72803523,CRITICAL,16.59,266.8,75.2,10,61.8
48.82648278,51.70905117,5219.160017,60.36241759,16.09181031,81.71817886,CRITICAL,22.53,329.6,133.6,10,49.9
89.91462139,91.06833826,3227.727314,69.23514285,91.54580567,47.18267397,CRITICAL,23.18,318.5,80.4,10,48.6
131.8488462,136.4368659,4251.441444,49.7917806,15.22144751,34.18763299,CRITICAL,20.06,298.7,76.2,10,54.9
96.89106929,92.49110973,1012.218402,38.26305087,44.66345976,42.09884144,CRITICAL,12.51,228.1,53,10,70
31.16239095,31.17281112,3114.361895,3.220767643,79.66793722,119.9526294,CRITICAL,15.87,257.7,151.5,10,63.3
121.4013262,118.6491748,4381.377367,5.876629075,67.08173221,89.16405715,CRITICAL,17.5,272.1,133.6,10,60
21.4510209,23.06653437,1819.102901,17.60198426,78.8515296,82.47342973,CRITICAL,14.36,247.9,101.2,10,66.3
111.8254628,110.1380703,4170.649025,90.88801136,92.90578525,66.9453352,CRITICAL,27.06,362.9,107.7,10,40.9
94.24191886,99.0683796,5798.151786,5.045554006,82.69613,98.47167706,CRITICAL,21.59,310.8,156.4,10,51.8
51.35926849,54.94798651,1944.385387,95.23345275,33.38394268,102.4410788,CRITICAL,20.86,308.4,121.8,10,53.3
8.629499816,10.81059496,6550.806145,90.00339517,4.072197739,43.34856037,CRITICAL,26.98,377.4,108.2,10,41
147.7989804,145.253093,6571.274698,54.15646967,60.77057081,58.05259744,CRITICAL,26.5,363.2,123.7,10,42
146.091115,147.4523559,1160.502221,32.19603959,41.38459238,58.46332638,CRITICAL,12.82,225.3,69.1,10,69.4
74.87093305,76.85362652,2848.11576,22.35904255,89.2422298,36.89712225,CRITICAL,17.83,289.7,66.6,10,59.3
85.62938047,84.05978642,6233.182226,34.69315046,94.06229668,85.14841911,CRITICAL,25.65,354.4,146.7,10,43.7
109.5241507,111.5285836,5683.468551,5.006564168,2.585993777,67.22520546,CRITICAL,17.03,274.8,123.2,10,60.9
54.36135106,56.1727364,3290.291358,9.35952195,52.38391811,113.8270239,CRITICAL,15.47,256.1,146.4,10,64.1
103.6323758,99.70962627,3000.888271,74.60858078,76.48588746,57.76743443,CRITICAL,22.46,321.5,88.1,10,50.1
40.18729812,41.25693073,6260.798798,80.3503512,53.58737067,71.77906388,CRITICAL,29.53,397.1,133.7,10,35.9
63.27414141,62.76051143,3055.968632,63.57387196,49.99165486,47.00472629,CRITICAL,19.92,293.5,78,10,55.2
74.99891822,76.21475843,6315.338677,43.04649891,39.06295182,82.58206193,CRITICAL,23.15,329.7,145.5,10,48.7
7.103622042,11.97161573,1297.869699,75.15046519,91.35661298,83.69980225,CRITICAL,19.14,287.2,96.3,10,56.7
39.05960381,42.31562495,2432.09202,24.53778834,2.100406274,86.67096159,CRITICAL,12.95,231.9,113.1,10,69.1
124.1074523,127.7076335,1711.422096,14.96981346,72.79209493,118.0288048,CRITICAL,12.87,225.9,135.5,10,69.3
118.511119,114.9355581,6147.210197,44.28649804,59.20063041,66.4054567,CRITICAL,24.47,344.3,126.9,10,46.1
76.54869194,74.27487178,735.1513462,75.43661032,23.76108008,41.55525685,CRITICAL,15.42,255.8,48.6,10,64.2
60.38143584,56.65105488,1361.141187,23.40676162,73.21985941,48.28589794,CRITICAL,13.97,250.2,61.2,10,67.1
32.9965621,36.56335375,6193.463211,56.394309,4.02535599,75.61039647,CRITICAL,23.87,336,137.5,10,47.3
113.3315523,108.6948772,4068.479457,47.07739927,87.18226846,117.3455325,CRITICAL,22.32,322.4,158.6,10,50.4
10.14192108,10.88610733,2779.365611,48.00498083,32.84678726,56.13333527,CRITICAL,16.14,261.9,84.7,10,62.7
77.36436353,79.70237252,4203.057266,95.07487399,64.74066847,41.9906479,CRITICAL,26.84,365.8,83.5,10,41.3
22.18747891,18.78752136,1605.290174,43.00331789,79.04431071,106.2433408,CRITICAL,17.18,264.2,120.8,10,60.6
50.55098211,47.97700974,6573.160945,41.1181435,83.50740225,72.51573093,CRITICAL,25.68,362.1,137.1,10,43.6
16.21979585,16.28905578,2755.632872,90.04936611,94.69124828,84.55460471,CRITICAL,24.68,351.4,112.9,10,45.6
12.33686353,11.38164814,682.9572366,63.25972679,31.09467184,68.23153836,CRITICAL,14.36,251.3,73.3,10,66.3
132.0762489,135.0079074,6585.909173,68.64646581,84.98462717,111.0735244,CRITICAL,28.71,379.2,178.5,10,37.6
25.10441887,25.84577701,5187.499376,86.79428268,61.19673203,30.03307248,CRITICAL,27.03,378.7,82.4,10,40.9
67.33675839,69.88883695,2895.473348,20.60860479,7.033537398,72.60588243,CRITICAL,13.82,235,98.8,10,67.4
66.70742404,65.12365521,6768.280026,78.45427358,6.523280729,78.4456375,CRITICAL,26.3,372.5,146.4,10,42.4
49.98626108,52.71986915,2105.953074,27.92121693,76.20147735,100.3396615,CRITICAL,16.67,272.5,119.4,10,61.7
119.7204813,122.4645168,3995.998306,0.219187829,60.90533319,43.83128649,CRITICAL,16.29,265.3,83.4,10,62.4
109.8179701,109.9252782,1086.845058,76.4214777,50.73737043,66.2582107,CRITICAL,18.01,271.2,77.4,10,59
19.08647591,16.22163822,1311.445797,20.477627,1.48018307,81.28183581,CRITICAL,9.83,192.3,94.3,10,75.3
98.03029626,96.54928062,1104.751003,9.698499715,96.40170657,118.8042883,CRITICAL,13.52,238.9,130.3,10,68
68.93376087,69.2793545,5700.873311,98.39099755,21.09015823,49.51827653,CRITICAL,27.35,375.9,105.3,10,40.3
123.1867029,122.7586361,4702.911212,76.30481831,67.32611922,31.40481776,CRITICAL,24.6,346.2,79.8,10,45.8
62.78606858,61.45437066,6170.102388,73.62443667,3.88437871,117.5421127,CRITICAL,25.05,353.5,179.1,10,44.9
81.42467303,78.83848114,5947.017772,19.2968421,9.969609693,59.53074958,CRITICAL,19.79,289.1,120.5,10,55.4
138.4658568,134.6369256,1311.587763,32.32171511,73.31779928,62.39486322,CRITICAL,14.15,237.9,75.1,10,66.7
50.28717536,53.64212042,5280.831099,26.0613133,77.94612355,101.7424291,CRITICAL,21.64,316.5,153.5,10,51.7
124.2946861,127.2766046,6537.511511,7.531591817,64.14917947,99.6791344,CRITICAL,21.59,325.4,164.9,10,51.8
17.1233856,17.1691157,5045.840092,57.58886613,61.53118188,92.11638467,CRITICAL,23.88,343.7,143.4,10,47.2
5.071324476,2.437015638,4334.340431,84.28416541,60.24149706,109.2260926,CRITICAL,24.88,346,151.7,10,45.2
94.21395069,91.348454,6083.016419,44.06385883,63.79081843,103.1829959,CRITICAL,24.49,339.9,165.4,10,46
36.61418587,37.82369435,4935.341256,50.36286671,0.198297371,97.71260135,CRITICAL,19.72,291,146,10,55.6
116.706946,115.5063209,4619.003253,95.91641133,42.93589857,68.52425141,CRITICAL,26.27,359.7,115.9,10,42.5
85.25100575,86.45174531,1941.619099,17.40255869,20.09396249,65.49068909,CRITICAL,11.28,204.9,84.3,10,72.4
50.34372268,54.34845558,3026.763798,83.38792639,89.90216811,70.97850551,CRITICAL,23.91,332.7,100.1,10,47.2
136.6821471,136.621623,6484.619048,54.07380664,45.27667768,59.08886787,CRITICAL,26.47,358,124.5,10,42.1
144.9722489,143.4791705,836.1886046,54.20489436,26.69974791,91.96631023,CRITICAL,13.73,244.5,100.7,10,67.5
68.8856087,69.24828918,4836.007932,14.70397282,49.59434702,66.72155555,CRITICAL,19,288.3,114.2,10,57
117.338875,116.7777647,4852.55455,83.21588886,13.4378161,84.98736202,CRITICAL,23.66,343.5,133.7,10,47.7
56.10006266,51.63158175,596.7832424,47.06254953,35.71761541,39.65835164,CRITICAL,13.34,224.3,45.7,10,68.3
29.92271873,28.5488057,3432.47138,51.90642299,2.356593042,114.1267695,CRITICAL,17.71,270,149,10,59.6
31.89044761,33.52953122,3045.704107,24.35012491,73.73655729,30.89913024,CRITICAL,17.22,277.3,62.4,10,60.6
129.6771381,128.1161833,6120.962957,37.56983665,27.45123104,69.275232,CRITICAL,22.12,320.3,130.5,10,50.8
44.30663928,41.43727346,1548.949976,26.1603183,78.27357054,112.4057225,CRITICAL,15.19,245.4,128.5,10,64.6
132.6111538,130.6322177,6961.239745,84.46759516,27.45947484,81.38462386,CRITICAL,28.79,382.1,150.4,10,37.4
78.76677501,76.70430428,3724.34515,40.86505753,84.60775848,70.16550472,CRITICAL,20.41,298.4,106,10,54.2
55.48329385,58.71757712,6715.78864,35.03667019,39.12210415,60.92251449,CRITICAL,24.3,342.9,127.7,10,46.4
97.95379207,99.69032948,743.0112964,73.53650191,90.67789129,95.03587181,CRITICAL,18.78,283.5,102.6,10,57.4
125.193711,124.4462927,6210.329086,79.29741638,92.16400487,34.99722366,CRITICAL,29.25,378.6,95.7,10,36.5
87.86633719,89.35310716,4141.677851,75.57339411,26.30707002,117.6934048,CRITICAL,21.76,324.2,157.6,10,51.5
92.30080286,94.94146781,3961.683336,14.12031099,94.26372814,66.71036954,CRITICAL,18.45,282.1,107.9,10,58.1
67.00831863,63.95764874,1626.650132,83.19850941,18.42523955,48.85665998,CRITICAL,16.17,263.2,62.9,10,62.7
84.01982126,84.29168935,5177.237871,57.30479684,28.02881389,78.19713859,CRITICAL,22.49,335.4,130.8,10,50
79.70075593,79.73228598,3508.205338,8.54024582,72.26060634,74.98045428,CRITICAL,15.38,242.7,108.5,10,64.2
36.04814329,34.73064341,3026.595055,17.15581644,72.43280071,119.0741149,CRITICAL,15.57,257.1,149.1,10,63.9
139.4945364,137.3954277,5081.207432,72.29560218,72.18992514,66.21496522,CRITICAL,25.74,351.4,115.8,10,43.5
148.4719779,152.0180522,996.8624601,56.26791055,14.44937507,107.4568288,CRITICAL,13.35,232.1,117.7,10,68.3
19.51293602,23.09490852,6963.752501,31.09396711,15.81257197,48.36938783,CRITICAL,21.83,319.5,115.8,10,51.3
6.699004332,7.780735626,1231.018313,74.15854158,72.29790362,95.84030085,CRITICAL,18.2,286.6,108.8,10,58.6
109.4829997,111.3474986,6220.258924,34.82197866,32.88212668,97.15581799,CRITICAL,22.85,333.1,157.6,10,49.3
50.82352236,53.63645514,3104.018261,89.23481562,74.60471814,117.6314196,CRITICAL,23.68,335.2,149.8,10,47.6
25.89848037,22.30219267,4456.726036,58.83947384,41.43473364,108.1004943,CRITICAL,22.14,323.3,151.7,10,50.7
83.66471386,81.64174124,562.0188351,50.80933958,47.45186391,58.31562312,CRITICAL,13.2,226.4,65.5,10,68.6
120.8572066,116.1596409,3365.170234,0.571833967,72.56535184,63.65124949,CRITICAL,15.7,253.5,95.4,10,63.6
146.6338131,150.5241214,1810.941727,18.53358196,41.93926351,91.92750241,CRITICAL,13.52,230.3,110.1,10,68
148.4772411,144.0258179,4312.597154,7.64591383,56.54677242,39.55488357,CRITICAL,17.55,278.5,83.4,10,59.9
78.96458281,79.08462491,5088.493215,59.25132485,9.355390148,75.97761632,CRITICAL,21.24,307.4,126,10,52.5
43.50006207,43.16461643,2024.589449,75.94417033,58.45832214,46.19389999,CRITICAL,19.04,292.6,68.6,10,56.9
104.5164682,108.9402543,6668.388091,47.01740041,79.72142476,103.0953642,CRITICAL,26.25,364,168.5,10,42.5
22.15569764,23.20294981,4681.712553,87.90066291,54.99915924,112.0787847,CRITICAL,25.84,367.6,158.7,10,43.3
5.216112295,3.44647931,875.1984581,12.30994568,22.24552028,58.66267742,CRITICAL,9.23,187.7,67.4,10,76.5
104.7178869,99.72457291,2206.048195,41.13214459,39.37535253,101.7233446,CRITICAL,14.75,245,124.4,10,65.5
50.24285517,47.05966509,4649.273357,99.1435191,33.2998067,109.0848205,CRITICAL,25.99,357.6,155.3,10,43
